temp,dataset_or_rollup,comparison,metric,n,delta_pct,ci_low,ci_high
1.0,MT-Bench,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),99,4.161375034644643,0.49273434143983774,7.990515851517821
1.0,MT-Bench,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),99,4.81034704843466,0.9090289414532826,8.692027720950923
1.0,MT-Bench,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),99,22.147838320319302,17.84365175214957,27.019518741993597
1.0,Alpaca,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,16.79045864996407,6.650142968009898,26.99715013710815
1.0,Alpaca,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,17.190491643045224,10.36532584347043,24.199806886719855
1.0,Alpaca,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,15.183959689844539,8.384801595359349,22.719949583148246
1.0,Alpaca,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,41.79264546321804,33.333653948788246,50.39119785820729
1.0,Math,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),127,6.837018517385096,3.4598976931387693,10.358516248473437
1.0,Math,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),127,7.616693612633374,3.7764498127216495,11.551788974942468
1.0,Math,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),127,7.712341792233701,3.8124510788371646,11.668764000376175
1.0,Math,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),127,20.758291255334637,16.255535781811183,25.49882306157194
1.0,Code,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),147,10.864762745382484,7.788092564796156,14.036588392946147
1.0,Code,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),147,-4.736547506503386,-7.4038646793115115,-2.0589948778873435
1.0,Code,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),147,-4.2825668808921025,-6.969172409467883,-1.5695886662567826
1.0,Code,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),147,8.391099022794535,5.3028244050912,11.516443674760168
1.0,Chat,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),148,14.726557257065775,10.33782880418508,19.402137205367033
1.0,Chat,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),148,7.6200509215804235,4.225616142445721,11.165733205906125
1.0,Chat,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),148,7.6118573799144995,4.106190405519472,11.191840810585196
1.0,Chat,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),148,27.24378312285287,22.918730008118548,31.901982576716613
1.0,Overall,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),422,10.393399134285918,8.375201718063563,12.56167734014404
1.0,Overall,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),422,2.5549618269770313,0.5455053086158124,4.5871867849342385
1.0,Overall,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),422,2.7834145197610516,0.7642684141631717,4.815800843418772
1.0,Overall,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),422,17.2598875692203,14.874937756866636,19.705306387638366
